"","CellType_Vs_Others","MsGene"
"RHOC","EndotheByothersCuffdiff2FCover20","Rhoc"
"RHOD","EndotheByothersCuffdiff2FCover20","Rhod"
"RHOH","MicrogliByothersCuffdiff2FCover20","Rhoh"
"RHOJ","EndotheByothersCuffdiff2FCover20","Rhoj"
"RILPL2","MicrogliByothersCuffdiff2FCover20","Rilpl2"
"RIMS1","NeuronByothersCuffdiff2FCover20","Rims1"
"RIMS3","NeuronByothersCuffdiff2FCover20","Rims3"
"RIN3","MicrogliByothersCuffdiff2FCover20","Rin3"
"RINL","NewOligoByothersCuffdiff2FCover20","Rinl"
"RIOK1","EndotheByothersCuffdiff2FCover20","Riok1"
"RIPK3","MicrogliByothersCuffdiff2FCover20","Ripk3"
"RIPK4","NeuronByothersCuffdiff2FCover20","Ripk4"
"RIPOR2","NeuronByothersCuffdiff2FCover20","Ripor2"
"RIPPLY3","EndotheByothersCuffdiff2FCover20","Ripply3"
"RIT1","NeuronByothersCuffdiff2FCover20","Rit1"
"RIT2","NeuronByothersCuffdiff2FCover20","Rit2"
"RLBP1","PreOligoByothersCuffdiff2FCover20","Rlbp1"
"RNASE10","MicrogliByothersCuffdiff2FCover20","Rnase10"
"RNASE12","MicrogliByothersCuffdiff2FCover20","Rnase12"
"RNASE4","MicrogliByothersCuffdiff2FCover20","Rnase4"
"RNASE6","MicrogliByothersCuffdiff2FCover20","Rnase6"
"RNASEL","NeuronByothersCuffdiff2FCover20","Rnasel"
"RNF125","EndotheByothersCuffdiff2FCover20","Rnf125"
"RNF145","MicrogliByothersCuffdiff2FCover20","Rnf145"
"RNF152","NeuronByothersCuffdiff2FCover20","Rnf152"
"RNF157","NeuronByothersCuffdiff2FCover20","Rnf157"
"RNF183","EndotheByothersCuffdiff2FCover20","Rnf183"
"RNF19B","MicrogliByothersCuffdiff2FCover20","Rnf19b"
"RNF216","MicrogliByothersCuffdiff2FCover20","Rnf216"
"RNF38","MyeOligoByothersCuffdiff2FCover20","Rnf38"
"RNF4","AstroByothersCuffdiff2FCover20","Rnf4"
"RNH1","NeuronByothersCuffdiff2FCover20","Rnh1"
"ROBO2","NeuronByothersCuffdiff2FCover20","Robo2"
"ROBO3","MicrogliByothersCuffdiff2FCover20","Robo3"
"ROBO4","EndotheByothersCuffdiff2FCover20","Robo4"
"ROGDI","MicrogliByothersCuffdiff2FCover20","Rogdi"
"RORB","AstroByothersCuffdiff2FCover20","Rorb"
"RPH3AL","EndotheByothersCuffdiff2FCover20","Rph3al"
"RPL13A","MicrogliByothersCuffdiff2FCover20","Rpl13a"
"RPL35","MicrogliByothersCuffdiff2FCover20","Rpl35"
"RPP40","PreOligoByothersCuffdiff2FCover20","Rpp40"
"RPRD1B","MicrogliByothersCuffdiff2FCover20","Rprd1b"
"RPS10","MicrogliByothersCuffdiff2FCover20","Rps10"
"RPS11","EndotheByothersCuffdiff2FCover20","Rps11"
"RPS14","MyeOligoByothersCuffdiff2FCover20","Rps14"
"RPS21","MicrogliByothersCuffdiff2FCover20","Rps21"
"RPS4X","NewOligoByothersCuffdiff2FCover20","Rps4x"
"RPS6KA1","MicrogliByothersCuffdiff2FCover20","Rps6ka1"
"RPS6KA3","EndotheByothersCuffdiff2FCover20","Rps6ka3"
"RPS6KB2","MicrogliByothersCuffdiff2FCover20","Rps6kb2"
"RPS6KL1","NeuronByothersCuffdiff2FCover20","Rps6kl1"
"RPS9","MicrogliByothersCuffdiff2FCover20","Rps9"
"RPTOR","MicrogliByothersCuffdiff2FCover20","Rptor"
"RRAD","MicrogliByothersCuffdiff2FCover20","Rrad"
"RSAD1","AstroByothersCuffdiff2FCover20","Rsad1"
"RSPO3","NeuronByothersCuffdiff2FCover20","Rspo3"
"RSRP1","AstroByothersCuffdiff2FCover20","Rsrp1"
"RTBDN","NeuronByothersCuffdiff2FCover20","Rtbdn"
"RTKN","MyeOligoByothersCuffdiff2FCover20","Rtkn"
"RTKN2","NewOligoByothersCuffdiff2FCover20","Rtkn2"
"RTN1","MicrogliByothersCuffdiff2FCover20","Rtn1"
"RTN3","NeuronByothersCuffdiff2FCover20","Rtn3"
"RTN4","MicrogliByothersCuffdiff2FCover20","Rtn4"
"RTN4RL1","MicrogliByothersCuffdiff2FCover20","Rtn4rl1"
"RTP3","EndotheByothersCuffdiff2FCover20","Rtp3"
"RUBCNL","MicrogliByothersCuffdiff2FCover20","Rubcnl"
"RUNDC3A","MicrogliByothersCuffdiff2FCover20","Rundc3a"
"RUNX1","MicrogliByothersCuffdiff2FCover20","Runx1"
"RUNX1T1","NeuronByothersCuffdiff2FCover20","Runx1t1"
"RUNX3","MicrogliByothersCuffdiff2FCover20","Runx3"
"RUSC1","NeuronByothersCuffdiff2FCover20","Rusc1"
"RXFP1","NeuronByothersCuffdiff2FCover20","Rxfp1"
"RXRG","PreOligoByothersCuffdiff2FCover20","Rxrg"
"RYBP","EndotheByothersCuffdiff2FCover20","Rybp"
"RYR3","PreOligoByothersCuffdiff2FCover20","Ryr3"
"S100A11","EndotheByothersCuffdiff2FCover20","S100a11"
"S100A8","MicrogliByothersCuffdiff2FCover20","S100a8"
"S100A9","MicrogliByothersCuffdiff2FCover20","S100a9"
"S1PR4","MicrogliByothersCuffdiff2FCover20","S1pr4"
"SAMD3","NeuronByothersCuffdiff2FCover20","Samd3"
"SAMD4A","MicrogliByothersCuffdiff2FCover20","Samd4"
"SAMD9L","EndotheByothersCuffdiff2FCover20","Samd9l"
"SAP25","MicrogliByothersCuffdiff2FCover20","Sap25"
"SAPCD1","MicrogliByothersCuffdiff2FCover20","Sapcd1"
"SAPCD2","PreOligoByothersCuffdiff2FCover20","Sapcd2"
"SARM1","NeuronByothersCuffdiff2FCover20","Sarm1"
"SARS","EndotheByothersCuffdiff2FCover20","Sars"
"SASH3","MicrogliByothersCuffdiff2FCover20","Sash3"
"SAT1","MicrogliByothersCuffdiff2FCover20","Sat1"
"SATB2","NeuronByothersCuffdiff2FCover20","Satb2"
"SBDS","EndotheByothersCuffdiff2FCover20","Sbds"
"SBNO2","MicrogliByothersCuffdiff2FCover20","Sbno2"
"SCAP","MyeOligoByothersCuffdiff2FCover20","Scap"
"SCARF1","EndotheByothersCuffdiff2FCover20","Scarf1"
"SCFD2","MicrogliByothersCuffdiff2FCover20","Scfd2"
"SCG2","NeuronByothersCuffdiff2FCover20","Scg2"
"IQCJ-SCHIP1","EndotheByothersCuffdiff2FCover20","Schip1"
"SCIMP","MicrogliByothersCuffdiff2FCover20","Scimp"
"SCMH1","MicrogliByothersCuffdiff2FCover20","Scmh1"
"SCN1A","PreOligoByothersCuffdiff2FCover20","Scn1a"
"SCN3B","NeuronByothersCuffdiff2FCover20","Scn3b"
"SCN9A","NeuronByothersCuffdiff2FCover20","Scn9a"
"SCP2","PreOligoByothersCuffdiff2FCover20","Scp2"
"SCTR","AstroByothersCuffdiff2FCover20","Sctr"
"SCUBE1","MicrogliByothersCuffdiff2FCover20","Scube1"
"SCUBE3","NeuronByothersCuffdiff2FCover20","Scube3"
"ENTR1","MyeOligoByothersCuffdiff2FCover20","Sdccag3"
"SDHA","MicrogliByothersCuffdiff2FCover20","Sdha"
"SDK2","NeuronByothersCuffdiff2FCover20","Sdk2"
"SDR39U1","NeuronByothersCuffdiff2FCover20","Sdr39u1"
"SEC11A","MicrogliByothersCuffdiff2FCover20","Sec11a"
"SEC14L5","MyeOligoByothersCuffdiff2FCover20","Sec14l5"
"SEC61A2","NewOligoByothersCuffdiff2FCover20","Sec61a2"
"SELE","EndotheByothersCuffdiff2FCover20","Sele"
"SELENBP1","AstroByothersCuffdiff2FCover20","Selenbp1"
"SELP","EndotheByothersCuffdiff2FCover20","Selp"
"SELPLG","MicrogliByothersCuffdiff2FCover20","Selplg"
"SEMA3F","MicrogliByothersCuffdiff2FCover20","Sema3f"
"SEMA3G","EndotheByothersCuffdiff2FCover20","Sema3g"
"SEMA4A","AstroByothersCuffdiff2FCover20","Sema4a"
"SEMA4D","MicrogliByothersCuffdiff2FCover20","Sema4d"
"SEMA5A","NewOligoByothersCuffdiff2FCover20","Sema5a"
"SEMA6A","EndotheByothersCuffdiff2FCover20","Sema6a"
"SEMA6B","EndotheByothersCuffdiff2FCover20","Sema6b"
"SEMA6D","EndotheByothersCuffdiff2FCover20","Sema6d"
"SEMA7A","EndotheByothersCuffdiff2FCover20","Sema7a"
"SENP5","NewOligoByothersCuffdiff2FCover20","Senp5"
"SEPSECS","AstroByothersCuffdiff2FCover20","Sepsecs"
"SEPT1","EndotheByothersCuffdiff2FCover20","Sept1"
"SEPT4","MyeOligoByothersCuffdiff2FCover20","Sept4"
"SEPT8","MyeOligoByothersCuffdiff2FCover20","Sept8"
"SERHL2","AstroByothersCuffdiff2FCover20","Serhl"
"SERINC2","PreOligoByothersCuffdiff2FCover20","Serinc2"
"SERPINA1","EndotheByothersCuffdiff2FCover20","Serpina1b"
"SERPINA3","EndotheByothersCuffdiff2FCover20","Serpina3f"
"SERPINB1","MyeOligoByothersCuffdiff2FCover20","Serpinb1a"
"SERPINB6","EndotheByothersCuffdiff2FCover20","Serpinb6b"
"SERPINB8","MicrogliByothersCuffdiff2FCover20","Serpinb8"
"SERPINE1","MicrogliByothersCuffdiff2FCover20","Serpine1"
"SERPINF1","MicrogliByothersCuffdiff2FCover20","Serpinf1"
"SERPINH1","EndotheByothersCuffdiff2FCover20","Serpinh1"
"SETD4","MicrogliByothersCuffdiff2FCover20","Setd4"
"SEZ6L2","NeuronByothersCuffdiff2FCover20","Sez6l2"
"SF3B1","PreOligoByothersCuffdiff2FCover20","Sf3b1"
"SFI1","MyeOligoByothersCuffdiff2FCover20","Sfi1"
"SFRP4","NeuronByothersCuffdiff2FCover20","Sfrp4"
"SFRP5","AstroByothersCuffdiff2FCover20","Sfrp5"
"SFSWAP","EndotheByothersCuffdiff2FCover20","Sfswap"
"SFXN4","MicrogliByothersCuffdiff2FCover20","Sfxn4"
"SFXN5","AstroByothersCuffdiff2FCover20","Sfxn5"
"SGCE","NeuronByothersCuffdiff2FCover20","Sgce"
"SGIP1","NeuronByothersCuffdiff2FCover20","Sgip1"
"SGK1","MicrogliByothersCuffdiff2FCover20","Sgk1"
"SGK3","EndotheByothersCuffdiff2FCover20","Sgk3"
"SGMS1","EndotheByothersCuffdiff2FCover20","Sgms1"
"SGPP2","EndotheByothersCuffdiff2FCover20","Sgpp2"
"SH2B2","MicrogliByothersCuffdiff2FCover20","Sh2b2"
"SH2B3","MicrogliByothersCuffdiff2FCover20","Sh2b3"
"SH2D3C","EndotheByothersCuffdiff2FCover20","Sh2d3c"
"SH2D6","MicrogliByothersCuffdiff2FCover20","Sh2d6"
"SH3BP1","MicrogliByothersCuffdiff2FCover20","Sh3bp1"
"SH3BP2","PreOligoByothersCuffdiff2FCover20","Sh3bp2"
"SH3D21","AstroByothersCuffdiff2FCover20","Sh3d21"
"SH3GLB2","AstroByothersCuffdiff2FCover20","Sh3glb2"
"SH3KBP1","NeuronByothersCuffdiff2FCover20","Sh3kbp1"
"SH3TC1","MicrogliByothersCuffdiff2FCover20","Sh3tc1"
"SHC3","AstroByothersCuffdiff2FCover20","Shc3"
"SHC4","PreOligoByothersCuffdiff2FCover20","Shc4"
"SHE","EndotheByothersCuffdiff2FCover20","She"
"SHISA5","MicrogliByothersCuffdiff2FCover20","Shisa5"
"SHMT1","MicrogliByothersCuffdiff2FCover20","Shmt1"
"SHROOM1","EndotheByothersCuffdiff2FCover20","Shroom1"
"SHROOM4","EndotheByothersCuffdiff2FCover20","Shroom4"
"SIAH1","PreOligoByothersCuffdiff2FCover20","Siah1b"
"SIGIRR","EndotheByothersCuffdiff2FCover20","Sigirr"
"SIGLEC1","MicrogliByothersCuffdiff2FCover20","Siglec1"
"SIGLEC7","MicrogliByothersCuffdiff2FCover20","Siglece"
"SIGLEC12","MicrogliByothersCuffdiff2FCover20","Siglece"
"SIGLEC8","MicrogliByothersCuffdiff2FCover20","Siglece"
"SIGLEC9","MicrogliByothersCuffdiff2FCover20","Siglece"
"SIGLEC10","MicrogliByothersCuffdiff2FCover20","Siglecg"
"SIGLEC11","MicrogliByothersCuffdiff2FCover20","Siglecg"
"CD33","MicrogliByothersCuffdiff2FCover20","Siglech"
"SIK3","NeuronByothersCuffdiff2FCover20","Sik3"
"SKAP2","MicrogliByothersCuffdiff2FCover20","Skap2"
"SLA","MicrogliByothersCuffdiff2FCover20","Sla"
"SLAIN1","PreOligoByothersCuffdiff2FCover20","Slain1"
"SLAMF1","MicrogliByothersCuffdiff2FCover20","Slamf1"
"SLAMF6","MicrogliByothersCuffdiff2FCover20","Slamf6"
"SLAMF8","MicrogliByothersCuffdiff2FCover20","Slamf8"
"SLAMF9","MicrogliByothersCuffdiff2FCover20","Slamf9"
"SLC10A4","NeuronByothersCuffdiff2FCover20","Slc10a4"
"SLC11A1","MicrogliByothersCuffdiff2FCover20","Slc11a1"
"SLC12A5","NeuronByothersCuffdiff2FCover20","Slc12a5"
"SLC12A6","NeuronByothersCuffdiff2FCover20","Slc12a6"
"SLC13A1","AstroByothersCuffdiff2FCover20","Slc13a1"
"SLC13A3","AstroByothersCuffdiff2FCover20","Slc13a3"
"SLC13A5","AstroByothersCuffdiff2FCover20","Slc13a5"
"SLC14A1","AstroByothersCuffdiff2FCover20","Slc14a1"
"SLC14A2","AstroByothersCuffdiff2FCover20","Slc14a2"
"SLC15A2","AstroByothersCuffdiff2FCover20","Slc15a2"
"SLC15A3","MicrogliByothersCuffdiff2FCover20","Slc15a3"
"SLC15A4","MicrogliByothersCuffdiff2FCover20","Slc15a4"
"SLC16A1","EndotheByothersCuffdiff2FCover20","Slc16a1"
"SLC16A10","MicrogliByothersCuffdiff2FCover20","Slc16a10"
"SLC16A3","MicrogliByothersCuffdiff2FCover20","Slc16a3"
"SLC16A4","EndotheByothersCuffdiff2FCover20","Slc16a4"
"SLC16A9","EndotheByothersCuffdiff2FCover20","Slc16a9"
"SLC17A6","NeuronByothersCuffdiff2FCover20","Slc17a6"
"SLC17A7","NeuronByothersCuffdiff2FCover20","Slc17a7"
"SLC17A8","NeuronByothersCuffdiff2FCover20","Slc17a8"
"SLC17A9","MicrogliByothersCuffdiff2FCover20","Slc17a9"
"SLC18A3","NeuronByothersCuffdiff2FCover20","Slc18a3"
"SLC19A3","EndotheByothersCuffdiff2FCover20","Slc19a3"
"SLC1A2","AstroByothersCuffdiff2FCover20","Slc1a2"
"SLC1A3","AstroByothersCuffdiff2FCover20","Slc1a3"
"SLC22A17","MicrogliByothersCuffdiff2FCover20","Slc22a17"
"SLC22A18","MicrogliByothersCuffdiff2FCover20","Slc22a18"
"SLC22A5","MyeOligoByothersCuffdiff2FCover20","Slc22a21"
"SLC22A23","NewOligoByothersCuffdiff2FCover20","Slc22a23"
"SLC22A6","PreOligoByothersCuffdiff2FCover20","Slc22a6"
"SLC22A8","EndotheByothersCuffdiff2FCover20","Slc22a8"
"SLC24A2","MyeOligoByothersCuffdiff2FCover20","Slc24a2"
"SLC25A10","MicrogliByothersCuffdiff2FCover20","Slc25a10"
"SLC25A25","NeuronByothersCuffdiff2FCover20","Slc25a25"
"SLC25A34","AstroByothersCuffdiff2FCover20","Slc25a34"
"SLC25A37","MicrogliByothersCuffdiff2FCover20","Slc25a37"
"SLC25A42","AstroByothersCuffdiff2FCover20","Slc25a42"
"SLC25A45","MicrogliByothersCuffdiff2FCover20","Slc25a45"
"SLC25A5","MicrogliByothersCuffdiff2FCover20","Slc25a5"
"SLC26A6","AstroByothersCuffdiff2FCover20","Slc26a6"
"SLC27A1","AstroByothersCuffdiff2FCover20","Slc27a1"
"SLC27A3","NeuronByothersCuffdiff2FCover20","Slc27a3"
"SLC29A1","MicrogliByothersCuffdiff2FCover20","Slc29a1"
"SLC2A1","EndotheByothersCuffdiff2FCover20","Slc2a1"
"SLC2A10","AstroByothersCuffdiff2FCover20","Slc2a10"
"SLC2A13","NeuronByothersCuffdiff2FCover20","Slc2a13"
"SLC2A5","MicrogliByothersCuffdiff2FCover20","Slc2a5"
"SLC2A9","MicrogliByothersCuffdiff2FCover20","Slc2a9"
"SLC30A1","EndotheByothersCuffdiff2FCover20","Slc30a1"
"SLC30A10","AstroByothersCuffdiff2FCover20","Slc30a10"
"SLC30A6","MicrogliByothersCuffdiff2FCover20","Slc30a6"
"SLC31A2","MyeOligoByothersCuffdiff2FCover20","Slc31a2"
"SLC32A1","NeuronByothersCuffdiff2FCover20","Slc32a1"
"SLC35A1","MicrogliByothersCuffdiff2FCover20","Slc35a1"
"SLC35A3","MyeOligoByothersCuffdiff2FCover20","Slc35a3"
"SLC35A5","NewOligoByothersCuffdiff2FCover20","Slc35a5"
"SLC35B3","EndotheByothersCuffdiff2FCover20","Slc35b3"
"SLC35C2","MicrogliByothersCuffdiff2FCover20","Slc35c2"
"SLC35D2","EndotheByothersCuffdiff2FCover20","Slc35d2"
"SLC35F2","EndotheByothersCuffdiff2FCover20","Slc35f2"
"SLC35F4","NeuronByothersCuffdiff2FCover20","Slc35f4"
"SLC35F6","MicrogliByothersCuffdiff2FCover20","Slc35f6"
"SLC36A2","MicrogliByothersCuffdiff2FCover20","Slc36a2"
"SLC37A2","MicrogliByothersCuffdiff2FCover20","Slc37a2"
"SLC37A4","MicrogliByothersCuffdiff2FCover20","Slc37a4"
"SLC38A10","NewOligoByothersCuffdiff2FCover20","Slc38a10"
"SLC38A11","MicrogliByothersCuffdiff2FCover20","Slc38a11"
"SLC38A3","AstroByothersCuffdiff2FCover20","Slc38a3"
"SLC38A4","NeuronByothersCuffdiff2FCover20","Slc38a4"
"SLC38A5","EndotheByothersCuffdiff2FCover20","Slc38a5"
"SLC38A7","MicrogliByothersCuffdiff2FCover20","Slc38a7"
"SLC39A10","EndotheByothersCuffdiff2FCover20","Slc39a10"
"SLC39A12","AstroByothersCuffdiff2FCover20","Slc39a12"
"SLC39A8","EndotheByothersCuffdiff2FCover20","Slc39a8"
"SLC3A2","EndotheByothersCuffdiff2FCover20","Slc3a2"
"SLC40A1","EndotheByothersCuffdiff2FCover20","Slc40a1"
"SLC43A1","MicrogliByothersCuffdiff2FCover20","Slc43a1"
"SLC43A2","MicrogliByothersCuffdiff2FCover20","Slc43a2"
"SLC43A3","EndotheByothersCuffdiff2FCover20","Slc43a3"
"SLC45A3","MicrogliByothersCuffdiff2FCover20","Slc45a3"
"SLC48A1","MyeOligoByothersCuffdiff2FCover20","Slc48a1"
"SLC4A4","AstroByothersCuffdiff2FCover20","Slc4a4"
"SLC52A3","EndotheByothersCuffdiff2FCover20","Slc52a3"
"SLC5A10","MicrogliByothersCuffdiff2FCover20","Slc5a10"
"SLC5A11","MyeOligoByothersCuffdiff2FCover20","Slc5a11"
"SLC5A6","EndotheByothersCuffdiff2FCover20","Slc5a6"
"SLC6A11","AstroByothersCuffdiff2FCover20","Slc6a11"
"SLC6A13","PreOligoByothersCuffdiff2FCover20","Slc6a13"
"SLC6A17","NeuronByothersCuffdiff2FCover20","Slc6a17"
"SLC6A7","NeuronByothersCuffdiff2FCover20","Slc6a7"
"SLC7A1","EndotheByothersCuffdiff2FCover20","Slc7a1"
"SLC7A10","AstroByothersCuffdiff2FCover20","Slc7a10"
"SLC7A11","AstroByothersCuffdiff2FCover20","Slc7a11"
"SLC7A2","AstroByothersCuffdiff2FCover20","Slc7a2"
"SLC7A6","EndotheByothersCuffdiff2FCover20","Slc7a6"
"SLC7A7","MicrogliByothersCuffdiff2FCover20","Slc7a7"
"SLC8A1","NewOligoByothersCuffdiff2FCover20","Slc8a1"
"SLC8B1","MicrogliByothersCuffdiff2FCover20","Slc8b1"
"SLC9A3R2","EndotheByothersCuffdiff2FCover20","Slc9a3r2"
"SLC9A8","MicrogliByothersCuffdiff2FCover20","Slc9a8"
"SLCO1A2","EndotheByothersCuffdiff2FCover20","Slco1a4"
"SLCO1C1","AstroByothersCuffdiff2FCover20","Slco1c1"
"SLCO2A1","EndotheByothersCuffdiff2FCover20","Slco2a1"
"SLCO2B1","MicrogliByothersCuffdiff2FCover20","Slco2b1"
"SLCO3A1","MyeOligoByothersCuffdiff2FCover20","Slco3a1"
"SLCO4A1","MicrogliByothersCuffdiff2FCover20","Slco4a1"
"SLCO5A1","NeuronByothersCuffdiff2FCover20","Slco5a1"
"SLFN12L","MicrogliByothersCuffdiff2FCover20","Slfn2"
"SLFN12","MicrogliByothersCuffdiff2FCover20","Slfn2"
"SLFN5","EndotheByothersCuffdiff2FCover20","Slfn5"
"SLFN13","MicrogliByothersCuffdiff2FCover20","Slfn8"
"SLFN11","MicrogliByothersCuffdiff2FCover20","Slfn8"
"SLITRK4","PreOligoByothersCuffdiff2FCover20","Slitrk4"
"SMAD6","EndotheByothersCuffdiff2FCover20","Smad6"
"SMAGP","MicrogliByothersCuffdiff2FCover20","Smagp"
"SMARCA2","AstroByothersCuffdiff2FCover20","Smarca2"
"SMARCA5","AstroByothersCuffdiff2FCover20","Smarca5"
"SMARCAL1","AstroByothersCuffdiff2FCover20","Smarcal1"
"SMARCD3","AstroByothersCuffdiff2FCover20","Smarcd3"
"SMC4","AstroByothersCuffdiff2FCover20","Smc4"
"SMCO3","MyeOligoByothersCuffdiff2FCover20","Smco3"
"SMG9","MyeOligoByothersCuffdiff2FCover20","Smg9"
"SMIM1","MyeOligoByothersCuffdiff2FCover20","Smim1"
"SMIM17","NeuronByothersCuffdiff2FCover20","Smim17"
"SMIM18","NeuronByothersCuffdiff2FCover20","Smim18"
"SMOC2","EndotheByothersCuffdiff2FCover20","Smoc2"
"SMOX","MyeOligoByothersCuffdiff2FCover20","Smox"
"SMTN","NewOligoByothersCuffdiff2FCover20","Smtn"
"SMTNL2","MyeOligoByothersCuffdiff2FCover20","Smtnl2"
"SNAP25","NeuronByothersCuffdiff2FCover20","Snap25"
"SNAP47","NeuronByothersCuffdiff2FCover20","Snap47"
"SNAP91","NeuronByothersCuffdiff2FCover20","Snap91"
"SNCAIP","AstroByothersCuffdiff2FCover20","Sncaip"
"SNCB","NeuronByothersCuffdiff2FCover20","Sncb"
"SNORA62","MicrogliByothersCuffdiff2FCover20","Snora62"
"SNRK","EndotheByothersCuffdiff2FCover20","Snrk"
"SNX10","MicrogliByothersCuffdiff2FCover20","Snx10"
"SNX14","MicrogliByothersCuffdiff2FCover20","Snx14"
"SNX20","MicrogliByothersCuffdiff2FCover20","Snx20"
"SNX27","MyeOligoByothersCuffdiff2FCover20","Snx27"
"SNX6","MyeOligoByothersCuffdiff2FCover20","Snx6"
"SNX8","MicrogliByothersCuffdiff2FCover20","Snx8"
"SOCS3","MicrogliByothersCuffdiff2FCover20","Socs3"
"SOGA3","NeuronByothersCuffdiff2FCover20","Soga3"
"SON","AstroByothersCuffdiff2FCover20","Son"
"SORBS1","NeuronByothersCuffdiff2FCover20","Sorbs1"
"SORBS2","NeuronByothersCuffdiff2FCover20","Sorbs2"
"SORCS2","AstroByothersCuffdiff2FCover20","Sorcs2"
"SOX15","MicrogliByothersCuffdiff2FCover20","Sox15"
"SOX17","EndotheByothersCuffdiff2FCover20","Sox17"
"SOX18","EndotheByothersCuffdiff2FCover20","Sox18"
"SOX7","EndotheByothersCuffdiff2FCover20","Sox7"
"SOX9","AstroByothersCuffdiff2FCover20","Sox9"
"SP140","EndotheByothersCuffdiff2FCover20","Sp100"
"SP6","AstroByothersCuffdiff2FCover20","Sp6"
"SP7","MyeOligoByothersCuffdiff2FCover20","Sp7"
"SP8","NeuronByothersCuffdiff2FCover20","Sp8"
"SP9","NeuronByothersCuffdiff2FCover20","Sp9"
"SPAAR","EndotheByothersCuffdiff2FCover20","Spaar"
"SPACA6","AstroByothersCuffdiff2FCover20","Spaca6"
"SPACA9","MicrogliByothersCuffdiff2FCover20","Spaca9"
"SPAG5","AstroByothersCuffdiff2FCover20","Spag5"
"SPATA25","EndotheByothersCuffdiff2FCover20","Spata25"
"SPATA3","AstroByothersCuffdiff2FCover20","Spata3"
"SPATA5","MicrogliByothersCuffdiff2FCover20","Spata5"
"SPATA6","EndotheByothersCuffdiff2FCover20","Spata6"
"SPCS2","NeuronByothersCuffdiff2FCover20","Spcs2"
"SPDEF","NeuronByothersCuffdiff2FCover20","Spdef"
"SPECC1","MicrogliByothersCuffdiff2FCover20","Specc1"
"SPG21","EndotheByothersCuffdiff2FCover20","Spg21"
"SPHK1","MicrogliByothersCuffdiff2FCover20","Sphk1"
"SPHK2","MicrogliByothersCuffdiff2FCover20","Sphk2"
"SPHKAP","NeuronByothersCuffdiff2FCover20","Sphkap"
"SPI1","MicrogliByothersCuffdiff2FCover20","Spi1"
"SPIB","MicrogliByothersCuffdiff2FCover20","Spib"
"SPN","MicrogliByothersCuffdiff2FCover20","Spn"
"SPNS1","NewOligoByothersCuffdiff2FCover20","Spns1"
"SPNS3","MicrogliByothersCuffdiff2FCover20","Spns3"
"SPOCK1","NeuronByothersCuffdiff2FCover20","Spock1"
"SPOCK2","EndotheByothersCuffdiff2FCover20","Spock2"
"SPOCK3","MyeOligoByothersCuffdiff2FCover20","Spock3"
"SPON2","EndotheByothersCuffdiff2FCover20","Spon2"
"SPP1","MicrogliByothersCuffdiff2FCover20","Spp1"
"SPPL2B","PreOligoByothersCuffdiff2FCover20","Sppl2b"
"SPPL3","NeuronByothersCuffdiff2FCover20","Sppl3"
"SPSB2","EndotheByothersCuffdiff2FCover20","Spsb2"
"SPSB4","PreOligoByothersCuffdiff2FCover20","Spsb4"
"SQOR","MicrogliByothersCuffdiff2FCover20","Sqor"
"SRARP","EndotheByothersCuffdiff2FCover20","Srarp"
"SRC","NeuronByothersCuffdiff2FCover20","Src"
"SRD5A3","MyeOligoByothersCuffdiff2FCover20","Srd5a3"
"SRGAP1","EndotheByothersCuffdiff2FCover20","Srgap1"
"SRGAP2B","MicrogliByothersCuffdiff2FCover20","Srgap2"
"SRGAP2C","MicrogliByothersCuffdiff2FCover20","Srgap2"
"SRGAP2","MicrogliByothersCuffdiff2FCover20","Srgap2"
"SRGAP3","NeuronByothersCuffdiff2FCover20","Srgap3"
"SRGN","EndotheByothersCuffdiff2FCover20","Srgn"
"SRPX2","PreOligoByothersCuffdiff2FCover20","Srpx2"
"SRRM2","NeuronByothersCuffdiff2FCover20","Srrm2"
"SRRM4","NeuronByothersCuffdiff2FCover20","Srrm4"
"SSH2","MicrogliByothersCuffdiff2FCover20","Ssh2"
"SST","NeuronByothersCuffdiff2FCover20","Sst"
"ST14","MicrogliByothersCuffdiff2FCover20","St14"
"ST18","NeuronByothersCuffdiff2FCover20","St18"
"ST3GAL6","EndotheByothersCuffdiff2FCover20","St3gal6"
"ST6GALNAC2","EndotheByothersCuffdiff2FCover20","St6galnac2"
"ST6GALNAC4","MicrogliByothersCuffdiff2FCover20","St6galnac4"
"ST6GALNAC5","AstroByothersCuffdiff2FCover20","St6galnac5"
"ST6GALNAC6","EndotheByothersCuffdiff2FCover20","St6galnac6"
"ST7","NeuronByothersCuffdiff2FCover20","St7"
"ST8SIA2","NeuronByothersCuffdiff2FCover20","St8sia2"
"ST8SIA4","EndotheByothersCuffdiff2FCover20","St8sia4"
"ST8SIA6","EndotheByothersCuffdiff2FCover20","St8sia6"
"STAB1","MicrogliByothersCuffdiff2FCover20","Stab1"
"STAC","NeuronByothersCuffdiff2FCover20","Stac"
"STAP2","EndotheByothersCuffdiff2FCover20","Stap2"
"STARD10","NeuronByothersCuffdiff2FCover20","Stard10"
"STARD3NL","MyeOligoByothersCuffdiff2FCover20","Stard3nl"
"STARD5","MicrogliByothersCuffdiff2FCover20","Stard5"
"STARD8","AstroByothersCuffdiff2FCover20","Stard8"
"STAT5A","AstroByothersCuffdiff2FCover20","Stat5a"
"STAT5B","MicrogliByothersCuffdiff2FCover20","Stat5b"
